"","name","country_parent","total","dems","repubs","year"
"87","GE Appliances","China/Haier Group","$36,000","$7,500","$28,500",2020
"88","Genentech Inc (Roche Holdings)","Switzerland/Roche Holdings","$458,000","$228,500","$229,500",2020
"89","General Cigar Co","Sweden/Scandinavian Tobacco Group","$2,500","$0","$2,500",2020
"90","Gerdau Ameristeel Corp","Brazil/Gerdau Inc","$4,000","$0","$4,000",2020
"91","Glanbia Foods (Glanbia PLC)","Ireland/Glanbia PLC","$0","$0","$0",2020
"92","Glanbia Performance Nutrition (Glanbia PLC)","Ireland/Glanbia plc","$0","$0","$0",2020
"93","GlaxoSmithKline","UK/GlaxoSmithKline","$199,000","$77,000","$122,000",2020
"94","Glover Park Group (WPP Group)","UK/WPP Group","$135,780","$98,780","$37,000",2020
"95","Grand Trunk Western-Illinois Central RR","Canada/Canadian National Railway","$17,000","$5,500","$11,500",2020
"96","Great-West Life & Annuity Insurance (Power Financial Corp)","Canada/Power Financial Corp","$0","$0","$0",2020
"97","Greyhound Lines","UK/FirstGroup PLC","$13,000","$9,500","$3,500",2020
"98","Hannover Life Reassurance Co","Germany/Hannover Re","$5,000","$2,500","$2,500",2020
"99","Headwaters Inc","Australia/Boral Ltd","$23,000","$4,000","$19,000",2020
"100","Heineken USA","Netherlands/L'Arche Green NV","$47,500","$25,500","$22,000",2020
"101","Herbalife Nutrition","UK/Herbalife Ltd","$104,000","$59,000","$45,000",2020
"102","Holcim US (LafargeHolcim)","Switzerland/LaFargeHolcim","$57,000","$13,500","$43,500",2020
"103","Horizon Therapeutics","Ireland/Horizon Pharma PLC","$156,500","$71,500","$85,000",2020
"104","HSBC North America (HSBC Holdings)","UK/HSBC Holdings","$2,000","$0","$2,000",2020
"105","HSBC North America (HSBC Holdings)","UK/HSBC Holdings","$192,500","$89,500","$103,000",2020
"106","IBI Group Engineering Services","Canada/IBI Group","$0","$0","$0",2020
"107","IDEMIA Identity & Security (IDEMIA)","France/IDEMIA","$20,500","$11,000","$9,500",2020
"108","IGT Global Solutions","Italy/B&D Holding Di Marco Drago e C Sapa","$45,800","$27,300","$18,500",2020
"109","Infineon Technologies","Germany/Infineon Technologies AG","$25,750","$16,000","$9,750",2020
"110","Intelsat Holdings (Serafina SA)","Luxembourg/Serafina SA","$16,500","$8,500","$8,000",2020
"111","Intergraph Corp","Sweden/Hexagon AB","$4,800","$0","$4,800",2020
"112","Ipsen Biopharmaceuticals","France/Ipsen SA","$0","$0","$0",2020
"113","ITG Brands","UK/Imperial Brands","$86,500","$14,000","$71,500",2020
"114","Jackson National Life Insurance (Prudential PLC)","UK/Prudential PLC","$110,500","$30,000","$80,500",2020
"115","Jackson National Life Insurance (Prudential PLC)","UK/Prudential PLC","$201,000","$59,000","$142,000",2020
"116","JBS USA","Brazil/JBS SA","$125,500","$18,000","$107,500",2020
"117","John Hancock Life Insurance","Canada/Manulife Financial","$100,500","$54,500","$46,000",2020
"118","Johnson Controls (Johnson Controls International)","Ireland/Johnson Controls International","$276,400","$129,400","$147,000",2020
"119","Komatsu Mining","Japan/Komatsu Ltd","$13,500","$4,000","$9,500",2020
"120","Lanxess Corp (Lanxess AG)","Germany/Lanxess Corp","$5,500","$3,000","$2,500",2020
"121","Lehigh Hanson","Germany/HeidelbergCement AG","$173,000","$26,000","$147,000",2020
"122","Leonardo DRS","Italy/Leonardo SpA","$222,000","$85,000","$137,000",2020
"123","Lincare Holdings (Linde plc)","UK/Linde plc","$12,000","$1,000","$11,000",2020
"124","Linde North America (Linde plc)","UK/Linde plc","$0","$0","$0",2020
"125","Linde plc (Linde plc)","UK/Linde Plc","$14,000","$11,000","$3,000",2020
"126","Livanova USA","UK/Livanova Plc","$4,500","$0","$4,500",2020
"127","Louis Dreyfus Co","Netherlands/Louis Dreyfus Group","$4,000","$0","$4,000",2020
"128","LSEG US","UK/London Stock Exchange Group","$38,000","$25,500","$12,500",2020
"129","Lundbeck Inc","Denmark/H Lundbeck A/S","$106,000","$55,500","$50,500",2020
"130","LyondellBasell Industries","Netherlands/LyondellBasell Industries","$112,000","$26,500","$85,500",2020
"131","Maersk Inc (AP Moller-Maersk)","Denmark/AP Moller-Maersk","$44,500","$27,500","$17,000",2020
"132","Magnolia LNG (Glenfarne Group)","Australia/Glenfarne Group","$5,000","$0","$5,000",2020
"133","Mallinckrodt Pharmaceuticals","UK/Mallinckrodt Plc","$67,500","$18,000","$49,500",2020
"134","Marinette Marine","Italy/Fincantieri-Cantieri Navali Italiani SpA","$24,750","$9,500","$15,250",2020
"135","Massachusetts Financial Services (Sun Life Financial)","Canada/Sun Life Financial Services","$2,500","$0","$2,500",2020
"136","Maxar Technologies (Maxar Technologies)","Canada/Maxar Technologies","$161,000","$80,000","$81,000",2020
"137","MBDA Inc","UK/MBDA","$0","$0","$0",2020
"138","Medtronic Inc","Ireland/Medtronic Plc","$245,000","$142,000","$103,000",2020
"139","Messer North America","Germany/Messer Group","$44,500","$21,500","$23,000",2020
"140","Mitsubishi Power","Japan/Mitsubishi Power","$6,000","$1,000","$5,000",2020
"141","Molson Coors Beverage Co (Molson Coors Brewing)","Canada/Molson Coors Brewing","$93,000","$30,000","$63,000",2020
"142","MUFG Americas","Japan/Mitsubishi UFJ Financial Group","$0","$0","$0",2020
"143","Munich American Reassurance","Germany/Munich Re Group","$7,500","$5,000","$2,500",2020
"144","Nammo Inc (Nammo AS)","Norway/Nammo AS","$2,500","$1,250","$1,250",2020
"145","Nammo Talley Inc (Nammo AS)","Norway/Nammo AS","$4,750","$2,250","$2,500",2020
"146","National Grid USA (National Grid plc)","UK/National Grid plc","$42,000","$31,000","$11,000",2020
"147","Natixis Investment Managers","France/Groupe BPCE","$4,011","$1,000","$3,011",2020
"148","Nestle Purina PetCare (Nestle SA)","Switzerland/Nestle SA","$43,250","$13,500","$29,750",2020
"149","Nomura Holding America","Japan/Nomura Holdings","$102,500","$50,000","$52,500",2020
"150","NOVA Chemicals","United Arab Emirates/International Petroleum Investment Co","$1,200","$0","$1,200",2020
"151","Novartis Corp (Novartis AG)","Switzerland/Novartis AG","$290,000","$141,000","$149,000",2020
"152","Novo Nordisk","Denmark/Novo Nordisk A/S","$414,582","$224,927","$189,655",2020
"153","Novocure Inc","UK/Novocure","$65,600","$16,000","$49,600",2020
"154","Nutrien Ag Solutions","Canada/Nutrien Ltd","$49,900","$23,400","$26,500",2020
"155","Orano USA (Orano Group)","France/Orano Group","$1,500","$0","$1,500",2020
"156","Otsuka America (Otsuka Pharmaceutical)","Japan/Otsuka Pharmaceutical","$59,250","$34,750","$24,500",2020
"157","Permobil Inc (Investor AB)","Sweden/Investor AB","$5,000","$0","$5,000",2020
"158","Pernod Ricard USA","France/Pernod Ricard SA","$13,500","$4,500","$9,000",2020
"159","Peter Pan Seafoods","Japan/Maruha Nichiro Holdings","$4,000","$500","$3,500",2020
"160","Pharmavite LLC (Otsuka Pharmaceutical)","Japan/Otsuka Pharmaceutical","$70,000","$35,000","$35,000",2020
"161","Philips Electronics North America (Philips)","Netherlands/Philips","$151,000","$78,500","$72,500",2020
"162","Prime Policy Group (WPP Group)","UK/WPP Group","$56,000","$19,000","$36,500",2020
"163","Protective Life Corp (Dai-Ichi Life)","Japan/Dai-Ichi Life","$199,900","$31,000","$168,900",2020
"164","Purpose Financial (Grupo Salinas)","Mexico/Grupo Salinas","$42,500","$2,000","$40,500",2020
"165","Putnam Investments (Power Financial Corp)","Canada/Power Financial Corp","$7,388","$0","$7,388",2020
"166","RBC Bank (Royal Bank of Canada)","Canada/Royal Bank of Canada","$60,500","$38,500","$22,000",2020
"167","Recurrent Energy","Canada/Canadian Solar","$5,000","$0","$5,000",2020
"168","RELX Inc","UK/RELX Group","$244,000","$110,000","$134,000",2020
"169","Resolute FP US","Canada/Resolute Forest Products","$88,000","$15,500","$72,500",2020
"170","Reynolds American (British American Tobacco)","UK/British American Tobacco plc","$386,460","$66,500","$319,960",2020
"171","Rio Tinto America","UK/Rio Tinto Group","$13,000","$7,500","$5,500",2020
"172","Roche Diagnostics (Roche Holdings)","Switzerland/Roche Holdings","$43,500","$12,500","$31,000",2020
"173","Rolls-Royce North America (Rolls-Royce PLC)","UK/Rolls-Royce PLC","$258,500","$97,500","$161,000",2020
"174","Sabic Innovative Plastics","Saudi Arabia/SABIC","$5,500","$2,000","$3,500",2020
"175","Safelite Group","Belgium/D'Ieteren SA","$4,800","-$1,000","$5,800",2020
"176","Samsung Electronics America","South Korea/Samsung Group","$297,000","$171,000","$126,000",2020
"177","Sanofi US (Sanofi)","France/Sanofi","$298,500","$114,000","$184,500",2020
"178","Santander Bank (Banco Santander)","Spain/Banco Santander","$114,500","$53,000","$61,500",2020
"179","SAP America","Germany/SAP SE","$30,500","$21,000","$9,500",2020
"180","Schwan's Co","South Korea/CJ CheilJedang","$194,000","$71,000","$123,000",2020
"181","Securitas Security Services USA","Sweden/Securitas AB","$0","$0","$0",2020
"182","Serco Inc","UK/Serco Group","$141,500","$71,500","$70,000",2020
"183","Shell Oil","Netherlands/Royal Dutch Shell","$5,000","$1,000","$4,000",2020
"184","Shire Holdings US (Takeda Pharmaceutical Co)","Japan/Takeda Pharmaceutical Co","-$12,500","-$1,500","-$11,000",2020
"185","Siemens Corp","Germany/Siemens AG","$127,250","$76,750","$50,500",2020
"186","Smith & Nephew","UK/Smith & Nephew Plc","$93,500","$39,000","$54,500",2020
"187","Smithfield Foods","China/WH Group","$95,500","$25,000","$70,500",2020
"188","Smiths Group Services Corp (Smiths Group)","UK/Smiths Group PLC","$65,500","$30,500","$35,000",2020
"189","Sodexo Inc","France/Sodexo","$3,000","$0","$3,000",2020
"190","Solvay America","Belgium/Solvay SA","$34,000","$12,500","$21,500",2020
"191","Sony Music Entertainment (Sony Corp)","Japan/Sony Corp","$12,500","$7,500","$5,000",2020
"192","Sony Pictures Entertainment (Sony Corp)","Japan/Sony Corp","$93,500","$63,000","$30,500",2020
"193","Spark Therapeutics (Roche Holdings)","Switzerland/Roche Holdings","$11,500","$4,500","$7,000",2020
"194","SSAB Americas","Sweden/SSAB AB","$27,000","$7,500","$19,500",2020
"195","Standard Insurance Co","Japan/Meiji Yasuda Life Insurance","$3,500","$0","$3,500",2020
"196","Steris Corp","UK/Steris PLC","$72,750","$12,500","$60,250",2020
"197","SUEZ Water","France/SUEZ Environnement","$5,500","$4,500","$1,000",2020
"198","Sun Life Financial (Sun Life Financial)","Canada/Sun Life Financial","$112,500","$66,500","$43,500",2020
"199","Sunovion Pharmaceuticals (Sumitomo Chemical)","Japan/Sumitomo Chemical","$88,000","$41,000","$47,000",2020
"200","Sunpower Corp","France/Total SA","$24,000","$23,500","$500",2020
"201","Swedish Match North America (Swedish Match AB)","Sweden/Swedish Match AB","$3,500","$0","$3,500",2020
"202","Swiss Re America","Switzerland/Swiss Reinsurance","$30,500","$17,500","$13,000",2020
"203","Syngenta Corp","China/ChemChina","$143,000","$61,000","$82,000",2020
"204","T-Mobile USA (Deutsche Telekom)","Germany/Deutsche Telekom AG","$988,500","$537,000","$450,500",2020
"205","T-Mobile USA (Deutsche Telekom)","Germany/Deutsche Telekom","$167,000","$71,000","$96,000",2020
"206","Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co)","Japan/Takeda Pharmaceutical Co","$136,000","$66,000","$70,000",2020
"207","Tate & Lyle Americas (Tate & Lyle)","UK/Tate & Lyle","$14,750","$3,500","$11,250",2020
"208","TD Bank USA","Canada/Toronto-Dominion Bank","$171,200","$80,200","$91,000",2020
"209","TE Connectivity","Switzerland/TE Connectivity","$114,500","$61,000","$53,500",2020
"210","TECO Energy","Canada/Emera Inc","$31,000","$8,500","$22,500",2020
"211","Teva Pharmaceuticals USA","Israel/Teva Pharmaceutical Industries","$77,300","$44,300","$33,000",2020
"212","Toyota Motor North America","Japan/Toyota Motor Corp","$1,161,642","$583,000","$578,642",2020
"213","Trane Technologies","Ireland/Trane Technologies","$6,800","$2,000","$4,800",2020
"214","TransAmerica","Netherlands/Aegon NV","$504,000","$243,500","$259,500",2020
"215","Transcanada USA Services (TC Energy)","Canada/TC Energy","$142,500","$58,500","$84,000",2020
"216","Travelport Inc","UK/Travelport Ltd","$0","$0","$0",2020
"217","UBS Americas","Switzerland/UBS AG","$1,615,000","$802,500","$812,500",2020
"218","UCB Inc (UCB SA)","Belgium/UCB SA","$35,000","$13,500","$21,500",2020
"219","Ultra Electronics USA","UK/Ultra Electronics","$41,500","$14,000","$27,500",2020
"220","Universal Music Group (Vivendi)","France/Vivendi","$128,750","$73,000","$55,750",2020
"221","Valent USA (Sumitomo Chemical)","Japan/Sumitomo Chemical","$14,000","$8,500","$5,500",2020
"222","VNA Holding (AB Volvo)","Sweden/AB Volvo","$112,500","$48,000","$64,500",2020
"223","VT Halter Marine","Singapore/ST Engineering","$11,200","$0","$11,200",2020
"224","Washington Gas Light Co (AltaGas Ltd)","Canada/AltaGas Ltd","$25,500","$18,500","$7,000",2020
"225","Westinghouse Electric","Canada/Brookfield Business Partners","$43,500","$8,000","$35,500",2020
"226","Wexler & Walker Public Policy Assoc (WPP Group)","UK/WPP Group","$0","$0","$0",2020
"227","WSP USA","Canada/WSP Global","$147,250","$108,750","$38,500",2020
"228","XL America (AXA)","France/AXA","$0","$0","$0",2020
"229","ZF Automotive US (ZF Friedrichshafen AG)","Germany/ZF Friedrichshafen AG","$24,500","$14,500","$10,000",2020
"230","Zurich Insurance (Zurich Insurance Group)","Switzerland/Zurich Insurance Group","$267,500","$143,000","$124,500",2020
